Department,Course Number,Course Name,Term,Liberal Arts Requirements,Class Period,Professor,Description
THEA,251.0,Top Girls: Women Playwrights,Winter 2020,LAA,5/6c,Kate Powers,"A study of women playwrights, performance-makers, and performers and the representations of women they create on stage. Playwrights addressed will range from historical figures like Lillian Hellman to their more recent descendants, such as Caryl Churchill, Suzan Lori-Parks, and Young Jean Lee. More broadly, the course will look at women who have figured prominently as directors or creators of non-traditional performance, such as Hallie Flanagan, founder of the Federal Theater Project, or more recently, Elizabeth LeCompte, artistic director of the experimental Wooster Group."
THEA,345.0,Devised Theater and Collective Creation,Winter 2020,ARP,4/5c,Malinda Palani, Theater 110 or Dance 150 or 190 or instructor permission
THEA,400.0,Integrative Exercise,Winter 2020,,Unable to determine class period,David E Wiles,
THEA,110.0,Beginning Acting,Spring 2020,ARP,2/3c,David E Wiles,Sophomore Priority
THEA,185.0,The Speaking Voice,Spring 2020,ARP,5/6c,David E Wiles,Sophomore Priority
THEA,190.0,Carleton Players Production,Spring 2020,,Unable to determine class period,,
THEA,199.0,Theater Practicum,Spring 2020,,Unable to determine class period,," Waitlist only, instructors permission required"
THEA,226.0,Avant-garde Theater and Performance,Spring 2020,LAA,3a,Malinda Palani,"""Make it new!"" was the rallying cry of the modernists, and ever since, the theater has never ceased its efforts to break both aesthetic and social conventions, boundaries, and taboos. Beginning with some of the important precursors of the twentieth century--Artaud, Brecht, and Meyerhold--this course will explore the history and theory of the contemporary avant-garde, charting the rise of interdisciplinary ""performance"" and exploring such topics as politics and aesthetics, site-specificity, body art, solo performance, and multimedia. Students will also spend significant time creating their own performance works."
THEA,239.0,Topics in Theater: Costume Design,Spring 2020,ARP,6a,Mary Ann Kelling,"A series of specialized courses in costume design and technical theater. The topic of this course is determined according to the opportunities offered by the departmental production of the term and the needs of the students, with consideration to the rotation of the topics. Topic for Spring 2020 is Costume Construction. Basic sewing techniques are introduced to the beginner, more advanced techniques for the experienced. This course will include some participation in the creation of the costumes for the departmental production of Moliere's The Learned Ladies."
THEA,246.0,Playwriting,Spring 2020,ARP,4/5c,Andrew L Rosendorf,
THEA,256.01,Costume Construction,Spring 2020,ARP,5/6c,Mary Ann Kelling,"This is a specialized course in costume design and technical theater which will focus on theatrical sewing techniques. In section one basic sewing techniques are introduced to the beginner. In section two more advanced techniques are explored for those ', ' sewing experience. This course will include some participation in the creation of the costumes for one of the departmental productions, either the theater production or the dance production. Section one is for the student with little or no sewing experience. Section two is for the student with sewing experience."
THEA,256.02,Costume Construction,Spring 2020,ARP,Unable to determine class period,Mary Ann Kelling,"This is a specialized course in costume design and technical theater which will focus on theatrical sewing techniques. In section one basic sewing techniques are introduced to the beginner. In section two more advanced techniques are explored for those ', ' sewing experience. This course will include some participation in the creation of the costumes for one of the departmental productions, either the theater production or the dance production. Section one is for the student with little or no sewing experience. Section two is for the student with sewing experience."
THEA,320.0,Live Performance and Digital Media,Spring 2020,ARP,2/3c,Staff,"Digital media has so infiltrated live performance that it has become almost as common as sets, lights, and costumes. With video technology becoming increasingly powerful and affordable, the screen has become ubiquitous on stage, sometimes eclipsing the performers. Media culture has also become a recurrent subject for critical exploration both on and off stage. In this class, students will learn the software and hardware skills necessary to incorporate digital media into performance projects, as well as the historical and theoretical context necessary to bring a critical approach to their work."
THEA,400.0,Integrative Exercise,Spring 2020,,Unable to determine class period,,
WGST,112.0,Introduction to LGBT/Queer Studies,Fall 2019,"HUM, IDS",5a,Candace I Moore,
WGST,140.0,Politics of Women's Health,Fall 2019,SOC,4/5c,Meera  Sehgal,"This course will explore the biopolitics of women’s health in the context of the U.S. health care system and the roles that female-assigned and women-identified people play as health-care consumers, practitioners and feminist activists in women’s health and reproductive justice movements. We will pay particular attention to the social construction, medicalization and politicization of physiological processes such as menstruation, sexual activity, reproduction and menopause. Some questions we will consider are: How do class, race, gender, sexuality and disability intersect to produce inequalities in women’s health and in their access to the health care system?  How do different communities of women mobilize for reproductive justice? What impact does the medicalization of reproductive processes have on women’s health? Why and how is violence against women a mental and physical health issue?"
WGST,200.0,"Gender, Power and the Pursuit of Knowledge",Fall 2019,"SOC, INS",2/3c,Meera  Sehgal,
WGST,243.07,Women's and Gender Studies in Europe Program: Situated Feminisms: Socio-Political Systems and Gender Issues Across Europe,Fall 2019,,3a,Iveta  Jusová,"This course examines the historical emergence and contemporary conditions of women’s, feminist and LGBTQ activisms in four different Western and East Central European countries. We will study the impact of the European colonial heritage on the lives of women and minorities in various European communities, as well as the continuing legacies of the Second World War, the Cold War and of the EU expansion into Eastern Europe. We will zoom in onto such topics as reproductive rights, LGBT and queer politics, homonationalism, backlash against “gender ideology,” sex work, trafficking, immigrant/refugee issues, challenges faced by women of color and by Jewish people in Europe, the legacy of state socialism in Eastern Europe, as well as the implications of European feminisms in the history of colonialism. These topics will be addressed both comparatively and historically, stressing the ‘situated’ nature of women’s, feminist and LGBTQ issues and responses and taking into account the different sociopolitical national frameworks in which they occur."
WGST,244.07,Women's & Gender Studies in Europe Program: Cross-Cultural Feminist Methodologies,Fall 2019,,2/3c,Iveta  Jusová,"This course is devoted to selected questions of (1) theory: what are the contours of feminist research in the social sciences and the humanities? and (2) practice: how does one actually conduct feminist research and, more specifically, how does one conduct feminist research cross-culturally? We will explore some of the following questions: What is the relationship between methodology and knowledge claims in feminist research? How do language and narrative shape experience? How do the practices of interpretation intersect with questions of the authority of the researching subject and her respondents? What are the power interests involved in keeping certain knowledges marginalized/subjugated? How do questions of gender/sex/ethnicity/class, as well as of national and cultural location, figure in these debates? And how is the traditional social science relationship between the researcher and the examined objects redefined within frameworks of feminist research? We will also pay close attention to questions arising from the hegemony of English as the global language of academia and of WGS as a discipline, and will reflect on what it means to move between different linguistic communities, with each being differently situated in the global hierarchies of power. The course will be centered around feminist approaches to these epistemological and methodological cross-cultural questions, foregrounding such schools of thought and such concepts as social constructivism, standpoint theory, situated knowledges, intersectionality, queer epistemology, and cross-cultural communication as a feminist practice."
